Brand,Model,Company,Price in India,id,1 stars,2 stars,4 stars,3 stars,5 stars,link,total_ratings,RAM,Size,SSD,Colours,Operating system,Hard disk,Model Number,Processor,Graphics Processor,Dedicated Graphics,Finger Print Sensor,Resolution,Wi-Fi standards supported,Weight (kg),Dimensions (mm),Bluetooth version,Number of USB Ports,Series,Internal Mic,Touch Screen,Base Clock Speed,Graphics Processor,Product Name,Touchpad,Battery Cell,Pointer Device,USB Ports,Cache,Mic In,Speakers,Multi Card Slot,RJ45 (LAN),Dedicated Graphics,HDMI Port,Ethernet,Battery Life (up to hours),Dedicated Graphic Memory Type,Expandable RAM up to (GB),other_info
Samsung,Chromebook 4,samsung,,3157,0,0,0,0,0,https://gadgets.ndtv.com/samsung-chromebook-4-price-in-india-91196,,6GB,11.60-inch,,Platinum Titan,Chrome OS,,,Intel Intel Celeron Processor N4000,Intel Graphics,No,,1366x768 pixels,,1.18,288.00 x 202.20 x 16.80,4,,,Yes,,,Intel Graphics,,Yes,2,Touchpad,"1 x USB 3.0, 1 x USB 3.0 (Type A)",,,Stereo Speakers,,,No,,,12.5,,,{'Web Camera': '0.3-megapixel'}
Dell,Latitude 7270,dell,,3158,0,0,0,0,0,https://gadgets.ndtv.com/dell-latitude-7270-7391,,8GB,12.50-inch,256GB,Black,Windows 10,No,7270,,Intel Integrated HD Graphics,No,No,1920x1080 pixels,802.11 ac,2.3,,4.1,2,Latitude,Yes,No,2.4 GHz,Intel Integrated HD Graphics,,Yes,,,,,Yes,,SD Card Reader,Yes,No,,Yes,7,,,
Asus,ZenBook 13 UX331UA-DS71,asus,,3159,0,0,0,0,0,https://gadgets.ndtv.com/asus-zenbook-13-ux331ua-ds71-8376#gallery,,8GB,13.30-inch,256GB,Gold,Windows 10,No,UX331UA-DS71,Intel Core i7 8550U,,,No,1920x1080 pixels,802.11 ac,1.13,309.88 x 215.90 x 12.70,4.2,3,ZenBook 13,,,1.8 GHz,,,,4,,2 x USB 3.0,,,,1 Micro SD Card Reader,Yes,,,,,DDR3,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'DVD Writer', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
HP,15-AB584TX,hp,"₹ 76,990",3160,0,0,0,0,0,https://gadgets.ndtv.com/hp-15-ab584tx-7597,,16GB,15.60-inch,No,Natural Silver,Windows 10,2TB,15-AB584TX,Intel Core i7,,,No,1366x768 pixels,802.11 ac,2.26,261.00 x 38.50 x 23.00,4.2,3,,Yes,No,,,"HP 15-AB584TX Laptop (Windows 10, 16GB RAM, 2000GB HDD, Intel Core i7, Natural Silver, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
Samsung,Spin 7 NP730QAA,samsung,"₹ 88,190",3161,0,0,0,0,0,https://gadgets.ndtv.com/samsung-spin-7-np730qaa-8843,,8GB,13.30-inch,256GB,Grey,Windows 10,No,7 NP730QAA,Intel Core i5 8th Gen 8250U,,,No,1920x1080 pixels,,1.45,315.72 x 215.39 x 18.54,4.1,,Spin,Yes,Yes,1.6 GHz,,"Samsung Spin 7 NP730QAA Laptop (Windows 10, 8GB RAM, 256GB HDD, Intel Core i5, Grey, 13.3 inch)",,,,,6MB,,Stereo Speakers,,,,,,9.5,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Burst Clock Speed': '3.1 GHz', 'Backlit Keyboard': 'Yes', 'Lock Slot': 'Kensington Lock Port'}"
HP,15-AY016TU,hp,"₹ 17,997",3162,27,8,19,12,35,https://gadgets.ndtv.com/hp-15-ay016tu-6150,26,4GB,15.60-inch,No,Black,Windows 10,500GB,15-AY016TU,Intel Celeron Dual Core N3060,Integrated Graphics Processor,,No,,802.11 b/g/n,2.19,384.00 x 255.00 x 24.00,,2,,,,1.6 GHz,Integrated Graphics Processor,"HP 15-AY016TU Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Celeron, Black, 15.6 inch)",,4,,2 x USB 2.0,,,,SDXC Card Reader,Yes,,Standard,,,,,{'RAM Slots': '1'}
Asus,VivoBook 14 X412,asus,,3163,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-14-x412-price-in-india-13130,,4GB,14.00-inch,,,Windows 10 Home,1TB,X412,Intel Core i3 8th Gen 7020U,,,Yes,1920x1080 pixels,,1.5,212.70 x 322.40 x 19.50,,3,VivoBook,Yes,,,,,Yes,2,Touchpad,"1 x USB 2.0, 1 x USB 3.1 Gen 1 (Type A), 1 x USB 3.1 Gen 1 (Type C)",,,2 Speakers,1 Micro SD Card Reader,,,Standard,,,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
Samsung,NoteBook 5 NP550XTA-K01US,samsung,"₹ 72,051",3164,0,0,0,0,0,https://gadgets.ndtv.com/samsung-notebook-5-np550xta-k01us-8725#gallery,,8GB,15.60-inch,No,Light Titan,Windows 10,1TB,5 NP550XTA-K01US,AMD Ryzen 5,,,No,1366x768 pixels,802.11 ac,2.3,248.92 x 378.46 x 22.86,4.2,3,NoteBook,,,,,"Samsung Notebook 5 NP550XTA-K01US Laptop (Windows 10, 8GB RAM, 1000GB HDD, AMD Ryzen 5, Light Titan, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'Headphone and Mic Combo Jack': 'Yes'}
Dell,Inspiron 3567,dell,,3165,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-3567-6846,,8GB,15.60-inch,No,Black,Windows 10,2TB,3567,Intel Core i5 6th Gen,Intel Integrated HD Graphics 520,No,No,1366x768 pixels,802.11 ac,,,4.1,,Inspiron,Yes,No,,Intel Integrated HD Graphics 520,,Yes,,Touchpad,,,Yes,Stereo Speakers,1 Micro SD Card Reader,Yes,No,,10/100,5,,,"{'VGA Port': 'Yes', 'Optical Disk Drive': 'CD/DVD Writer', 'RJ11': 'Yes'}"
HP,Pavilion 1KU19UA,hp,,3166,0,0,0,0,0,https://gadgets.ndtv.com/hp-pavilion-1ku19ua-8643,,8GB,15.60-inch,No,Silver,Windows 10,1TB,1KU19UA,Intel Core i5 7th Gen,,,No,1920x1080 pixels,802.11 ac,2.12,252.00 x 37.80 x 23.00,4.2,3,Pavilion,,Yes,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
Dell,Inspiron 3452,dell,,3167,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-3452-7293,,2GB,14.00-inch,32GB,Black,Windows 10,No,3452,Intel Celeron Dual Core,,,No,1920x1080 pixels,802.11 ac,1.77,243.00 x 345.00 x 21.40,4.2,3,Inspiron,Yes,No,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '2'}
Apple,MacBook Pro MGXC2HN/A,apple,,3168,10,3,10,3,73,https://gadgets.ndtv.com/apple-macbook-pro-mgxc2hn-a-8352,30,16GB,15.00-inch,512GB,Silver,macOS,No,MGXC2HN/A,Intel Core i7,,,No,2880x1800 pixels,802.11 ac,1.83,349.50 x 240.79 x 15.49,4.2,,MacBook Pro,Yes,No,2.7 GHz,,,Yes,,Touchpad,,6MB,Yes,,,,,,,10,DDR5,,
Lenovo,ThinkPad V330,lenovo,"₹ 40,990",3169,0,0,50,50,0,https://gadgets.ndtv.com/lenovo-thinkpad-v330-8377,2,8GB,15.60-inch,No,Black,Windows 10 Professional,256GB,V330,Intel Core i5 8250U,Intel HD Graphics 620,No,No,1920x1080 pixels,,1.8,,4.1,,ThinkPad,,,1.6 GHz,Intel HD Graphics 620,"Lenovo Thinkpad V330 Laptop (DOS, 4GB RAM, 1000GB HDD, Intel Core i3, Iron Grey, 14.0 Inch)",,2,,,6MB,,,4 in 1 Card Reader,,No,Standard,,,DDR4,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
HP,ZBook 14U G4,hp,,3170,0,0,0,0,0,https://gadgets.ndtv.com/hp-zbook-14u-g4-8644,,8GB,14.00-inch,No,Black,Windows 10 Professional,1TB,14U G4,Intel Core i5 7th Gen,,,No,1920x1080 pixels,802.11 ac,1.84,236.00 x 33.80 x 33.00,4.2,3,ZBook,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
HP,ProBook 11 G2,hp,"₹ 50,821",3171,0,0,0,0,0,https://gadgets.ndtv.com/hp-probook-11-g2-8733,,8GB,11.60-inch,128GB,Black,Windows 10,No,11 G2,Intel Core i3,,,No,1366x768 pixels,802.11 ac,2.59,292.00 x 45.70 x 30.48,4.2,2,ProBook,,,,,"HP Probook 11 G2 Laptop (Windows 10, 128GB HDD, Intel Core i3, Black, 11.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'VGA Port': 'Yes'}
Samsung,ChromeBook Plus XE520QAB-K02US,samsung,,3172,0,0,0,0,0,https://gadgets.ndtv.com/samsung-chromebook-plus-xe520qab-k02us-8743#gallery,,4GB,12.50-inch,64GB,Light Titan,Chrome OS,No,XE520QAB-K02US,Intel Core m3,,,No,1920x1080 pixels,802.11 ac,2,208.28 x 288.29 x 17.02,4.2,3,ChromeBook Plus,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '2'}
Samsung,NoteBook 5 NP550XTA-K01US,samsung,"₹ 72,051",3173,0,0,0,0,0,https://gadgets.ndtv.com/samsung-notebook-5-np550xta-k01us-8725,,8GB,15.60-inch,No,Light Titan,Windows 10,1TB,5 NP550XTA-K01US,AMD Ryzen 5,,,No,1366x768 pixels,802.11 ac,2.3,248.92 x 378.46 x 22.86,4.2,3,NoteBook,,,,,"Samsung Notebook 5 NP550XTA-K01US Laptop (Windows 10, 8GB RAM, 1000GB HDD, AMD Ryzen 5, Light Titan, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '2'}
Lenovo,ThinkPad E485,lenovo,"₹ 58,204",3174,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-e485-8593,,8GB,14.00-inch,256GB,Black,Windows 10 Professional,No,E485,AMD Ryzen 5 2500U,,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.1,341.00 x 221.00 x 21.40,4,1,ThinkPad,,,,,"Lenovo Thinkpad E485 Laptop (Windows 10, 4GB RAM, 500GB HDD, AMD Ryzen 3, Black, 14.0 Inch)",,3,Touchpad,,,,2 Speakers,SD Card Reader,,,,,,DDR4,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Backlit Keyboard': 'Yes', 'Dedicated Graphic Memory': '4GB'}"
HP,15-BE002TX,hp,"₹ 54,870",3175,10,0,24,0,66,https://gadgets.ndtv.com/hp-15-be002tx-7609,29,8GB,15.60-inch,No,Turbo Silver,Windows 10,1TB,15-BE002TX,Intel Core i5 6th Gen,,,No,1366x768 pixels,802.11 ac,2.1,255.00 x 38.40 x 24.00,4.2,3,,Yes,,,,"HP 15-BE002TX Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Turbo Silver, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,{'RAM Slots': '1'}
Samsung,NP930QAA-K01US,samsung,,3176,0,0,0,0,0,https://gadgets.ndtv.com/samsung-np930qaa-k01us-6569#gallery,,8GB,13.30-inch,256GB,Light Titan,Windows 10 Professional,No,NP930QAA-K01US,Intel Core i7 8th Gen 8550U,,,No,1920x1080 pixels,802.11 a/b/g/n/ac,1,205.70 x 309.90 x 17.80,4.2,2,Series  9,Yes,No,1.8 GHz,,,,4,,,,,Stereo Speakers,Yes,,,,,9,,,"{'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus,VivoBook Max X541SA,asus,"₹ 55,128",3177,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-max-x541sa-6522,,4GB,15.60-inch,No,Silver,Windows 10,500GB,Max X541SA,Intel Pentium Dual Core N3710,,,No,1366x768 pixels,,2,251.00 x 38.20 x 28.00,,2,VivoBook,Yes,,1.6 GHz,,"Asus Vivobook Max X541SA Laptop (Windows 10, 4GB RAM, 500GB HDD, Intel Pentium, Silver, 15.6 inch)",Yes,4,,,,Yes,Yes,,Yes,,Standard,,,,,
Asus,UX301LA-DH71T,asus,,3178,0,0,0,0,0,https://gadgets.ndtv.com/asus-ux301la-dh71t-7089,,8GB,13.30-inch,256GB,Blue,Windows 8,No,UX301LA-DH71T,Intel Core i7 4558U,Intel HD Graphics 5500,No,No,1920x1080 pixels,802.11 a/b/g/n/ac,1.4,393.70 x 226.00 x 325.00,,2,,Yes,,2.8 GHz,Intel HD Graphics 5500,,,6,,2 x USB 3.0,,,Yes,,,No,Micro,,,DDR3,,
Asus,X540SA-XX178D,asus,"₹ 19,999",3179,0,0,0,0,0,https://gadgets.ndtv.com/asus-x540sa-xx178d-7580#gallery,,4GB,15.60-inch,No,Red,DOS,500GB,X540SA-XX178D,Intel Pentium Dual Core,,,No,1920x1080 pixels,802.11 ac,1.9,301.00 x 50.10 x 6.60,4.2,3,,Yes,No,,,"Asus X540SA-XX178D Laptop (DOS, 4GB RAM, 500GB HDD, Intel Pentium, Red, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '1', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'Super Multi DVD', 'Burst Clock Speed': '3.1 GHz', 'Backlit Keyboard': 'Yes', 'Read/Write Speed': '8x', 'Dedicated Graphic Memory': '4GB', 'Lock Slot': 'Kensington Lock Port'}"
Dell,G5 15 SE 5505,dell,,3180,0,0,0,0,0,https://gadgets.ndtv.com/dell-g5-15-se-price-in-india-96219,,8GB,15.60-inch,512GB,Supernova Silver,Windows 10,No,5505,AMD Ryzen 7 Ryzen 7 4800H,,Yes,,1920x1080 pixels,802.11 a/b/g/n/ac,2.5,,,4,G5,Yes,,,,,Yes,,,"2 x USB 2.0, 1 x USB 3.1 Gen 1 (Type A), 1 x USB 3.1 Gen 1 (Type C)",,,2 Speakers,SD Card Reader,,Yes,Yes,,,,,"{'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes'}"
Asus,A540YA-XO645T,asus,,3181,0,0,0,0,0,https://gadgets.ndtv.com/asus-a540ya-xo645t-6474,,4GB,15.60-inch,No,Black,Windows 10,1TB,A540YA-XO645T,,AMD Radeon R5,,No,1366x768 pixels,802.11 a/b/g/n/ac,2.4,270.00 x 257.00 x 381.00,4.1,,,Yes,,1.33 GHz,AMD Radeon R5,,,4,Touchpad,,,,Stereo Speakers,SD Card Reader,,,,,,DDR3,,"{'RAM Slots': '1', 'VGA Port': 'Yes'}"
Lenovo,ThinkPad 11E,lenovo,"₹ 40,000",3182,13,0,38,13,38,https://gadgets.ndtv.com/lenovo-thinkpad-11e-test-5789,8,4GB,11.60-inch,128GB,Black,Windows 10,No,11E,Intel Celeron Dual Core,Intel Integrated HD Graphics,No,No,1366x768 pixels,802.11 n/ac,,,4.1,,ThinkPad,Yes,No,2.2 GHz,Intel Integrated HD Graphics,"Lenovo Thinkpad 11E Laptop (Windows 10, 4GB RAM, 320GB HDD, Intel Core m, Black, 11.6 inch)",,3,,,2MB,,,,,No,,,5,,,{'RAM Slots': '2'}
Alienware,AW13R3-7000SLV-PUS,alienware,,3183,0,0,0,0,0,https://gadgets.ndtv.com/alienware-aw13r3-7000slv-pus-6009,,8GB,13.30-inch,256GB,Silver,Windows 10 Professional,No,AW13R3-7000SLV-PUS,Intel Core i7 7th Gen 7700HQ,Nvidia GeForce GTX 1050 Ti,,Yes,1920x1080 pixels,802.11 a/b/g/n/ac,2.6,,4.1,,,Yes,No,2.8 GHz,Nvidia GeForce GTX 1050 Ti,,Yes,,Touchpad,,,,Stereo Speakers,SD Card Reader,,,,,,,32GB,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '31', 'Optical Disk Drive': 'DVD Writer'}"
Samsung,ChromeBook Plus XE520QAB-K02US,samsung,,3184,0,0,0,0,0,https://gadgets.ndtv.com/samsung-chromebook-plus-xe520qab-k02us-8743,,4GB,12.50-inch,64GB,Light Titan,Chrome OS,No,XE520QAB-K02US,Intel Core m3,,,No,1920x1080 pixels,802.11 ac,2,208.28 x 288.29 x 17.02,4.2,3,ChromeBook Plus,,,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'Super Multi DVD', 'Read/Write Speed': '8x', 'Lock Slot': 'Kensington Lock Port'}"
Asus,X540UA-DB52,asus,"₹ 65,366",3185,0,25,13,0,63,https://gadgets.ndtv.com/asus-x540ua-db52-8744,8,8GB,15.60-inch,No,Black,Windows 10,1TB,X540UA-DB52,Intel Core i5,,,No,1366x768 pixels,802.11 ac,2.1,251.00 x 280.00 x 30.48,4.2,2,,,,,,"Asus X540UA-DB52 Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '31'}"
Asus,VivoBook K570UD-DS74,asus,"₹ 122,964",3186,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-k570ud-ds74-6821#gallery,,2GB,15.60-inch,No,Black,Windows 10,1TB,K570UD-DS74,Intel Core i7,,,No,1920x1080 pixels,802.11 ac,1.95,257.00 x 37.30 x 23.00,4.2,2,VivoBook,Yes,No,,,"Asus Vivobook K570UD-DS74 Laptop (Windows 10, 2GB RAM, 1000GB HDD, Intel Core i7, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,,,Standard,,,DDR4,,
Asus,ChromeBook C223NA-DH02-RD,asus,"₹ 60,540",3187,26,6,18,12,38,https://gadgets.ndtv.com/asus-chromebook-c223na-dh02-rd-8304,125,4GB,11.60-inch,No,Red,Chrome OS,32GB,C223NA-DH02-RD,Intel Celeron Dual Core N3350,Intel HD Graphics,No,No,1366x768 pixels,802.11 ac,1,45.72 x 198.00 x 28.70,4,3,ChromeBook,,,2.4 GHz,Intel HD Graphics,"Asus Chromebook C223NA-DH02-RD Laptop (Chrome, 4GB RAM, 32GB HDD, Intel Celeron, Red, 11.6 inch)",,,,1 x USB 3.0,2MB,,,Multi Format Card Reader,,No,,,,,,{'VGA Port': 'Yes'}
Asus,VivoBook TP203NA-BP051T,asus,,3188,0,0,0,0,0,https://gadgets.ndtv.com/asus-vivobook-tp203na-bp051t-6647,,2GB,11.60-inch,32GB,Silver,Windows 10,No,TP203NA-BP051T,Intel Celeron Dual Core,,,No,1920x1080 pixels,802.11 ac,1.4,323.00 x 226.00 x 18.00,4.2,3,VivoBook,Yes,No,,,,Yes,3,Touchpad,,6MB,Yes,,SD Card Reader,,,Standard,,,,,
Samsung,NP930QAA-K01US,samsung,,3189,0,0,0,0,0,https://gadgets.ndtv.com/samsung-np930qaa-k01us-6569,,8GB,13.30-inch,256GB,Light Titan,Windows 10 Professional,No,NP930QAA-K01US,Intel Core i7 8th Gen 8550U,,,No,1920x1080 pixels,802.11 a/b/g/n/ac,1,205.70 x 309.90 x 17.80,4.2,2,Series  9,Yes,No,1.8 GHz,,,,4,,,,,Stereo Speakers,Yes,,,,,9,,,
Dell,ChromeBook 3380-D44PV,dell,"₹ 59,800",3190,0,0,0,0,0,https://gadgets.ndtv.com/dell-chromebook-3380-d44pv-7352,,2GB,11.60-inch,16GB,Black,Chrome OS,No,3380-D44PV,Intel Celeron Dual Core,,,No,1366x768 pixels,802.11 ac,2.11,279.00 x 42.70 x 21.00,4.2,2,ChromeBook,Yes,No,,,"Dell Chromebook 3380-D44PV Laptop (Chrome, 2GB RAM, 16GB HDD, Intel Celeron, Black, 11.6 inch)",Yes,,,,,Yes,,SD Card Reader,,,Standard,,,,,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '47'}"
Lenovo,ThinkPad L560,lenovo,"₹ 105,624",3191,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-l560-7839,,4GB,15.60-inch,No,Black,,500GB,L560,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,3.22,325.00 x 49.30 x 9.90,4.2,3,ThinkPad,,,,,"Lenovo Thinkpad L560 Laptop (4GB RAM, 500GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
Dell,Inspiron 5575,dell,,3192,0,0,0,0,0,https://gadgets.ndtv.com/dell-inspiron-5575-7935,,8GB,15.60-inch,256GB,Silver,Windows 10,No,5575,AMD Ryzen 5,,,No,1920x1080 pixels,802.11 ac,2.18,258.00 x 38.00 x 20.00,4.2,3,Inspiron,,Yes,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '1', 'VGA Port': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Optical Disk Drive': 'CD/DVD Reader'}"
Asus,VivoBook Pro N705UD-EH76,asus,"₹ 146,230",3193,17,6,16,8,54,https://gadgets.ndtv.com/asus-vivobook-pro-n705ud-eh76-6563,160,16GB,17.00-inch,256GB,Star Grey,Windows 10,No,Pro N705UD-EH76,Intel Core i7 8th Gen 8550U,Nvidia GeForce GTX 1050,,No,1920x1080 pixels,802.11 ac,2.09,269.00 x 41.10 x 20.00,4,,VivoBook,,,1.8 GHz,Nvidia GeForce GTX 1050,"Asus Vivobook Pro N705UD-EH76 Laptop (Windows 10, 16GB RAM, 256GB HDD, Intel Core i7, Star Grey, 17 inch)",,3,,,,,,,,,Standard,,,,,"{'VGA Port': 'Yes', 'RJ11': 'Yes'}"
Asus,FX503VD-WH51,asus,,3194,0,0,0,0,0,https://gadgets.ndtv.com/asus-fx503vd-wh51-6812#gallery,,8GB,15.60-inch,No,Black,Windows 10,1TB,FX503VD-WH51,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,2.5,384.00 x 262.00 x 25.00,4.1,3,,Yes,No,,,,Yes,4,,,6MB,Yes,,SD Card Reader,Yes,,,,,,32GB,"{'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '31'}"
Asus,ROG Strix GL702VM,asus,"₹ 207,873",3195,0,0,0,0,0,https://gadgets.ndtv.com/asus-rog-strix-gl702vm-7784,,16GB,17.30-inch,No,Silver,Windows 10 Home,128GB,GL702VM,Intel Core i7 7700HQ,Nvidia GeForce GTX 1070,,No,1920x1080 pixels,802.11 ac,2.9,76.20 x 277.00 x 41.10,4.1,1,ROG Strix,,,,Nvidia GeForce GTX 1070,"Asus Rog Strix GL702VM Laptop (Windows 10 Home, 16GB RAM, 128GB HDD, Intel Core i7, Silver, 17.3 inch)",,4,,,,,,,Yes,,Standard,,,DDR4,,{'RAM Slots': '2'}
Acer,Switch 512-52P-35RA,acer,"₹ 183,693",3196,0,0,0,0,0,https://gadgets.ndtv.com/acer-switch-512-52p-35ra-8724#gallery,,4GB,12.00-inch,128GB,Black,Windows 10 Professional,No,512-52P-35RA,Intel Core i3,,,No,1366x768 pixels,802.11 ac,1.22,202.00 x 293.00 x 40.64,4.2,3,Switch,,,,,"Acer Switch 512-52P-35RA Laptop (Windows 10 Pro, 4GB RAM, 128GB HDD, Intel Core i3, Black, 12.0 Inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,"{'RAM Slots': '2', 'Web Camera': 'Yes', 'Headphone and Mic Combo Jack': 'Yes', 'Battery Capacity (WHR)': '41', 'Optical Disk Drive': 'CD/DVD Writer', 'Read/Write Speed': '8x', 'RJ11': 'Yes', 'Dedicated Graphic Memory': '2GB', 'Lock Slot': 'Kensington Lock Port'}"
Lenovo,ThinkBook 14 Gen 2 (AMD),lenovo,,3197,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkbook-14-gen-2-amd-price-in-india-97531,,,14.00-inch,,,Windows 10 Professional,,,,,,,1920x1080 pixels,802.11 a/b/g/n/ac,1.4,218.00 x 323.00 x 17.90,5,4,ThinkBook,,,,,,Yes,,Touchpad,,,,2 Speakers,3 in 1 card Reader,Yes,,Yes,Yes,7.5,,,{'RJ11': 'Yes'}
HP,11-Y010WM,hp,"₹ 62,400",3198,28,9,12,9,42,https://gadgets.ndtv.com/hp-11-y010wm-8524,130,4GB,11.60-inch,No,Blue,Windows 10,32GB,11-Y010WM,,Intel HD Graphics 400,No,No,,802.11 b/g/ac,1.27,206.00 x 30.00 x 20.00,4.2,2,,Yes,,1.6 GHz,Intel HD Graphics 400,"HP 11-Y010WM Laptop (Windows 10, 4GB RAM, 32GB HDD, Intel Dual Core, Blue, 11.6 inch)",,2,,1 x USB 2.0,,,,,,No,Standard,,,DDR3,,
Lenovo,ThinkPad Yoga 11E-G3,lenovo,,3199,0,0,0,0,0,https://gadgets.ndtv.com/lenovo-thinkpad-yoga-11e-g3-8621,,4GB,11.60-inch,No,Black,Windows 10,256GB,11E-G3,Intel Celeron Dual Core N3160,Intel HD Graphics 400,No,No,1366x768 pixels,802.11 ac,,348.00 x 277.00 x 12.20,,2,ThinkPad Yoga,,,2.24 GHz,Intel HD Graphics 400,,,3,,2 x USB 3.0,,,,4 in 1 Card Reader,Yes,No,,,,DDR3,,{'RJ11': 'Yes'}
Dell,Latitude 14 3000 3470,dell,"₹ 52,000",3200,0,0,0,0,0,https://gadgets.ndtv.com/dell-latitude-14-3000-3470-8275,,4GB,14.00-inch,No,Black,Windows 10 Professional,500GB,14 3000 3470,Intel Core i5 6200U,Intel HD Graphics,No,No,,802.11 ac,1.81,,4.1,3,Latitude,,,2.3 GHz,Intel HD Graphics,"Dell Latitude 14 3000 3470 Laptop (Windows 10 Pro, 4GB RAM, 500GB HDD, Intel Core i5, Black, 14.0 Inch)",,4,,"1 x USB 2.0, 2 x USB 3.0",3MB,,,,,No,Standard,10/100/1000 Base T,,DDR3L,,
Acer,Spin 5 SP515-51N-51GH,acer,,3201,0,0,0,0,0,https://gadgets.ndtv.com/acer-spin-5-sp515-51n-51gh-8795,,8GB,15.60-inch,No,Black,Windows 10,1TB,5 SP515-51N-51GH,Intel Core i5 8th Gen 8250U,Intel HD Graphics 620,No,No,1920x1080 pixels,802.11 ac,,50.80 x 30.50 x 7.60,4.1,1,Spin,,,2.4 GHz,Intel HD Graphics 620,,,4,Touchpad,1 x USB 2.0,,,,,,No,Standard,,10,DDR4,,{'Battery Capacity (WHR)': '41'}
Acer,Aspire F F15-F5-573G-56CG,acer,"₹ 58,990",3202,0,0,0,0,0,https://gadgets.ndtv.com/acer-aspire-f-f15-f5-573g-56cg-7347#gallery,,8GB,15.60-inch,No,Black,Windows 10,1TB,F15-F5-573G-56CG,Intel Core i5,,,No,1920x1080 pixels,802.11 ac,2.3,259.00 x 38.20 x 38.00,4.2,3,Aspire F,Yes,No,,,"Acer Aspire F F15-F5-573G-56CG Laptop (Windows 10, 8GB RAM, 1000GB HDD, Intel Core i5, Black, 15.6 inch)",Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,,,
Acer,One S1001,acer,,3203,0,0,0,0,0,https://gadgets.ndtv.com/acer-one-s1001-7621,,2GB,10.10-inch,32GB,Silver,Windows 10,No,S1001,Intel Atom Quad Core,,,No,1280x800 pixels,802.11 ac,1.12,181.60 x 259.00 x 24.30,4.1,2,One,,Yes,,,,Yes,,,,,Yes,,SD Card Reader,Yes,,Standard,,,DDR3,,
